"","female","married","hhsize","books_age10","maths_age10","language_age10","EduYears","eurod","country_mod","iv009_mod","inc_bin","co007_","co007_mod","country250","country276","country380","country528","country724"
"215577",0,1,2,2,3,2,0.12,2,250,5,"fourth","3","2",1,0,0,0,0
"215588",0,1,2,1,3,5,-0.44,3,250,3,"fourth","3","2",1,0,0,0,0
"215594",1,0,1,2,3,3,-0.36,3,250,5,"first","2","1",1,0,0,0,0
"215601",1,0,1,2,2,1,0.2,0,250,5,"second","3","2",1,0,0,0,0
"215614",0,1,2,1,1,3,0.2,0,250,1,"fourth","4","2",1,0,0,0,0
"215633",1,0,1,5,2,3,0.2,1,250,1,"third","2","1",1,0,0,0,0
"215636",1,0,2,1,4,4,-0.36,4,250,5,"second","2","1",1,0,0,0,0
"215658",1,0,2,4,4,2,-0.44,9,250,2,"fourth","2","1",1,0,0,0,0
"215675",0,1,2,1,4,3,-0.28,1,250,5,"fourth","3","2",1,0,0,0,0
"215678",1,1,2,1,3,3,-0.36,1,250,5,"fourth","3","2",1,0,0,0,0
"215699",0,1,2,1,2,3,-0.04,1,250,5,"third","4","2",1,0,0,0,0
"215701",0,1,2,2,3,3,-0.12,2,250,5,"fourth","4","2",1,0,0,0,0
"215704",1,0,1,2,3,2,-0.92,0,250,1,"first","4","2",1,0,0,0,0
"215713",1,0,1,4,2,2,-0.12,4,250,5,"second","4","2",1,0,0,0,0
"215726",1,1,2,1,3,3,-0.36,7,250,5,"second","4","2",1,0,0,0,0
"215730",0,1,2,1,2,3,-0.2,1,250,5,"second","4","2",1,0,0,0,0
"215732",0,1,2,1,1,3,-0.44,2,250,5,"second","1","1",1,0,0,0,0
"215746",1,1,2,2,3,3,0.28,2,250,5,"fourth","4","2",1,0,0,0,0
"215751",0,1,2,3,2,2,0.28,2,250,5,"fourth","4","2",1,0,0,0,0
"215756",1,0,2,1,3,3,-0.36,6,250,5,"first","1","1",1,0,0,0,0
"215779",1,0,1,2,2,2,-0.36,5,250,4,"second","3","2",1,0,0,0,0
"215795",1,0,1,2,3,3,-0.52,5,250,5,"first","2","1",1,0,0,0,0
"215801",1,0,1,3,3,3,-0.28,2,250,5,"fourth","4","2",1,0,0,0,0
"215805",0,0,1,2,1,3,0.2,3,250,4,"third","4","2",1,0,0,0,0
"215820",0,1,2,2,3,3,-0.04,2,250,5,"third","2","1",1,0,0,0,0
"215837",0,0,1,1,3,3,-0.68,6,250,4,"second","3","2",1,0,0,0,0
"215841",1,1,2,2,3,3,0.44,0,250,5,"fourth","4","2",1,0,0,0,0
"215844",0,1,2,1,3,3,-0.04,3,250,5,"fourth","4","2",1,0,0,0,0
"215855",0,1,2,5,2,3,-0.36,2,250,5,"first","3","2",1,0,0,0,0
"215865",1,1,2,1,4,2,-0.36,3,250,5,"fourth","3","2",1,0,0,0,0
"215870",0,1,2,1,3,4,-0.44,7,250,5,"fourth","3","2",1,0,0,0,0
"215874",0,0,1,1,2,4,-0.2,6,250,5,"first","1","1",1,0,0,0,0
"215881",1,1,2,2,3,3,-0.04,0,250,5,"fourth","4","2",1,0,0,0,0
"215883",0,1,2,2,3,2,0.04,5,250,5,"fourth","4","2",1,0,0,0,0
"215886",0,0,1,2,3,3,0.04,1,250,5,"third","3","2",1,0,0,0,0
"215893",1,0,1,1,5,5,-1,7,250,3,"first","2","1",1,0,0,0,0
"215912",0,1,2,2,3,3,-0.04,0,250,5,"third","3","2",1,0,0,0,0
"215914",1,1,2,1,3,5,0.04,1,250,5,"third","3","2",1,0,0,0,0
"215935",1,1,2,3,3,2,0.6,1,250,4,"fourth","4","2",1,0,0,0,0
"215939",0,1,2,3,2,4,0.52,0,250,4,"fourth","4","2",1,0,0,0,0
"215945",0,1,2,1,3,3,-0.52,3,250,5,"third","4","2",1,0,0,0,0
"215947",1,1,2,1,1,3,-0.2,11,250,5,"third","4","2",1,0,0,0,0
"215952",1,0,1,2,5,3,-0.2,0,250,1,"first","3","2",1,0,0,0,0
"215956",0,0,1,1,3,4,-0.2,4,250,1,"third","1","1",1,0,0,0,0
"215961",1,0,2,2,3,2,-0.28,4,250,5,"third","3","2",1,0,0,0,0
"215968",0,1,2,3,4,4,-0.36,1,250,4,"fourth","4","2",1,0,0,0,0
"215981",1,1,2,1,2,2,-0.36,1,250,5,"third","2","1",1,0,0,0,0
"215990",1,1,2,1,3,3,-0.36,0,250,5,"fourth","4","2",1,0,0,0,0
"215996",0,1,3,2,2,1,0.44,0,250,4,"fourth","3","2",1,0,0,0,0
"216001",1,1,3,3,1,1,0.44,3,250,4,"fourth","3","2",1,0,0,0,0
"216006",1,0,1,1,3,4,-0.12,4,250,5,"first","3","2",1,0,0,0,0
"216019",0,0,2,2,3,2,0.04,1,250,5,"third","3","2",1,0,0,0,0
"216027",1,1,2,1,3,3,-0.52,4,250,4,"fourth","4","2",1,0,0,0,0
"216040",0,1,2,1,3,3,-0.2,6,250,5,"first","1","1",1,0,0,0,0
"216042",1,1,2,2,3,3,-0.2,10,250,5,"first","1","1",1,0,0,0,0
"216046",0,1,2,3,3,3,-0.12,2,250,2,"fourth","2","1",1,0,0,0,0
"216048",1,1,2,2,4,4,-0.36,4,250,2,"fourth","2","1",1,0,0,0,0
"216070",1,1,2,4,2,4,-0.04,3,250,5,"fourth","4","2",1,0,0,0,0
"216075",0,1,2,4,3,1,0.2,5,250,5,"fourth","4","2",1,0,0,0,0
"216083",1,0,1,1,4,3,-0.36,9,250,4,"first","2","1",1,0,0,0,0
"216089",1,1,2,2,3,3,-0.44,1,250,5,"first","3","2",1,0,0,0,0
"216092",0,1,2,1,3,3,-0.44,2,250,5,"first","3","2",1,0,0,0,0
"216099",0,1,1,3,3,3,0.44,1,250,3,"first","3","2",1,0,0,0,0
"216102",1,1,2,2,3,2,-0.04,5,250,5,"third","3","2",1,0,0,0,0
"216107",0,1,2,1,3,3,-0.2,3,250,5,"third","3","2",1,0,0,0,0
"216128",0,1,2,1,5,5,-0.12,1,250,2,"third","3","2",1,0,0,0,0
"216131",1,1,2,1,1,4,-0.52,5,250,2,"third","3","2",1,0,0,0,0
"216134",1,0,1,1,4,4,-0.36,8,250,4,"second","3","2",1,0,0,0,0
"216151",1,1,2,1,3,2,-0.2,2,250,4,"third","2","1",1,0,0,0,0
"216159",1,0,1,1,3,3,-0.36,4,250,3,"second","2","1",1,0,0,0,0
"216164",0,1,3,1,2,4,-0.52,3,250,4,"third","3","2",1,0,0,0,0
"216185",1,0,1,1,4,4,-0.44,11,250,3,"first","2","1",1,0,0,0,0
"216191",0,1,3,4,2,3,-0.2,6,250,5,"fourth","1","1",1,0,0,0,0
"216201",1,0,2,1,3,3,-0.12,4,250,5,"fourth","4","2",1,0,0,0,0
"216219",1,1,2,1,3,2,-0.04,1,250,5,"fourth","4","2",1,0,0,0,0
"216224",0,1,2,1,3,3,0.04,3,250,5,"fourth","4","2",1,0,0,0,0
"216264",0,1,2,2,3,4,-0.36,5,250,5,"second","1","1",1,0,0,0,0
"216269",1,0,1,1,3,2,-0.28,3,250,2,"second","3","2",1,0,0,0,0
"216274",1,0,1,3,3,2,0.2,0,250,3,"fourth","4","2",1,0,0,0,0
"216279",1,0,1,3,2,2,-0.04,2,250,3,"second","4","2",1,0,0,0,0
"216283",1,1,2,1,3,3,-0.36,1,250,4,"fourth","3","2",1,0,0,0,0
"216290",0,1,2,1,1,1,0.76,2,250,5,"fourth","4","2",1,0,0,0,0
"216301",0,0,2,1,3,3,-0.28,5,250,5,"first","3","2",1,0,0,0,0
"216316",0,1,2,1,2,3,-0.44,1,250,5,"first","1","1",1,0,0,0,0
"216319",1,1,2,1,4,3,-0.44,12,250,5,"first","1","1",1,0,0,0,0
"216322",0,1,2,5,5,3,-0.12,4,250,5,"second","1","1",1,0,0,0,0
"216326",1,1,2,1,3,4,-0.36,3,250,5,"second","1","1",1,0,0,0,0
"216355",1,0,1,3,3,3,-0.04,6,250,1,"first","2","1",1,0,0,0,0
"216360",0,1,2,1,3,3,-0.04,0,250,5,"third","4","2",1,0,0,0,0
"216370",0,1,2,1,4,4,-0.44,2,250,5,"third","4","2",1,0,0,0,0
"216375",1,1,2,1,4,4,-0.36,3,250,5,"third","4","2",1,0,0,0,0
"216385",0,1,2,1,3,3,-0.36,2,250,4,"third","2","1",1,0,0,0,0
"216391",0,0,1,1,3,3,-0.36,4,250,5,"first","1","1",1,0,0,0,0
"216399",0,1,2,3,5,2,0.28,1,250,5,"fourth","3","2",1,0,0,0,0
"216404",1,1,2,3,3,3,-0.04,6,250,5,"fourth","3","2",1,0,0,0,0
"216422",0,0,1,2,2,1,-0.04,0,250,5,"third","4","2",1,0,0,0,0
"216444",1,0,1,2,3,4,0.28,1,250,3,"third","4","2",1,0,0,0,0
"216449",1,0,2,1,3,2,0.12,0,250,4,"first","3","2",1,0,0,0,0
"216471",1,0,1,3,3,2,0.36,2,250,4,"fourth","4","2",1,0,0,0,0
"216481",1,1,1,1,4,3,-0.52,6,250,2,"fourth","1","1",1,0,0,0,0
"216486",1,1,2,2,3,3,-0.28,5,250,5,"second","2","1",1,0,0,0,0
"216498",1,1,2,2,2,2,-0.12,0,250,3,"fourth","4","2",1,0,0,0,0
"216503",0,1,2,1,3,3,-0.2,3,250,3,"fourth","4","2",1,0,0,0,0
"216514",0,0,1,3,3,3,1,1,250,2,"fourth","4","2",1,0,0,0,0
"216519",1,0,1,1,3,3,-0.04,7,250,4,"first","3","2",1,0,0,0,0
"216531",0,1,2,3,2,4,-0.28,5,250,5,"fourth","2","1",1,0,0,0,0
"216536",0,1,2,3,2,1,-0.12,4,250,3,"fourth","4","2",1,0,0,0,0
"216548",1,0,1,1,3,4,-0.2,10,250,5,"first","3","2",1,0,0,0,0
"216553",0,1,2,1,3,3,-0.12,1,250,4,"second","2","1",1,0,0,0,0
"216560",1,1,2,2,3,1,-0.28,3,250,4,"fourth","4","2",1,0,0,0,0
"216564",0,1,2,1,3,4,0.12,4,250,4,"fourth","4","2",1,0,0,0,0
"216568",1,0,1,1,2,2,-0.44,9,250,5,"first","2","1",1,0,0,0,0
"216573",0,1,3,1,3,3,-0.36,4,250,5,"fourth","3","2",1,0,0,0,0
"216578",1,0,1,2,3,2,-0.28,1,250,5,"second","2","1",1,0,0,0,0
"216590",1,1,2,1,1,2,-0.2,3,250,5,"second","3","2",1,0,0,0,0
"216595",0,1,2,1,3,4,-0.28,3,250,5,"second","3","2",1,0,0,0,0
"216600",1,0,1,1,2,3,-0.36,1,250,2,"third","3","2",1,0,0,0,0
"216604",1,0,1,3,2,2,0.12,4,250,4,"fourth","4","2",1,0,0,0,0
"216609",1,0,1,1,3,3,-0.84,3,250,5,"first","4","2",1,0,0,0,0
"216624",0,1,2,1,4,4,-0.44,0,250,3,"third","4","2",1,0,0,0,0
"216646",1,0,1,1,2,2,-0.36,3,250,4,"second","3","2",1,0,0,0,0
"216650",0,1,2,3,2,4,0.12,0,250,5,"fourth","4","2",1,0,0,0,0
"216654",1,1,2,4,3,3,0.12,1,250,5,"fourth","4","2",1,0,0,0,0
"216658",0,1,2,1,3,3,-0.36,2,250,3,"second","2","1",1,0,0,0,0
"216660",1,1,2,4,2,4,-0.6,8,250,3,"second","2","1",1,0,0,0,0
"216662",1,0,1,1,3,2,-0.36,7,250,4,"third","4","2",1,0,0,0,0
"216666",0,1,2,1,3,3,-0.04,0,250,4,"fourth","4","2",1,0,0,0,0
"216690",1,0,1,5,4,4,-0.68,5,250,5,"second","4","2",1,0,0,0,0
"216721",0,1,2,4,3,3,-0.12,3,250,4,"third","3","2",1,0,0,0,0
"216723",1,1,2,3,3,2,-0.36,9,250,4,"third","3","2",1,0,0,0,0
"216725",0,1,2,1,4,4,-0.36,5,250,4,"third","3","2",1,0,0,0,0
"216729",1,1,2,3,3,2,-0.2,2,250,4,"third","3","2",1,0,0,0,0
"216734",1,0,1,1,4,3,0.04,2,250,5,"second","4","2",1,0,0,0,0
"216752",1,1,2,1,3,4,-0.28,6,250,5,"fourth","4","2",1,0,0,0,0
"216756",0,1,2,1,1,3,0.36,2,250,5,"third","4","2",1,0,0,0,0
"216766",1,1,2,3,3,3,-0.12,2,250,5,"second","3","2",1,0,0,0,0
"216768",0,1,2,1,3,3,-0.28,3,250,5,"second","3","2",1,0,0,0,0
"216774",1,0,1,2,4,1,-0.36,1,250,4,"second","4","2",1,0,0,0,0
"216786",1,0,1,2,3,3,-0.04,3,250,4,"second","2","1",1,0,0,0,0
"216791",0,0,2,1,4,3,0.04,2,250,4,"second","2","1",1,0,0,0,0
"216797",0,1,2,1,3,3,-0.36,1,250,4,"fourth","4","2",1,0,0,0,0
"216801",1,1,2,2,3,2,0.28,1,250,5,"third","2","1",1,0,0,0,0
"216806",0,1,2,4,3,1,-0.04,1,250,5,"third","2","1",1,0,0,0,0
"216835",0,0,1,1,3,2,-0.04,4,250,4,"first","3","2",1,0,0,0,0
"216837",0,0,1,1,4,5,-0.44,6,250,5,"first","3","2",1,0,0,0,0
"216839",0,1,2,4,2,3,0.52,0,250,1,"fourth","4","2",1,0,0,0,0
"216853",1,1,2,1,4,3,-0.04,7,250,5,"fourth","3","2",1,0,0,0,0
"216864",0,1,2,1,5,5,-0.44,3,250,5,"third","2","1",1,0,0,0,0
"216868",1,1,2,1,2,4,-0.12,4,250,5,"third","2","1",1,0,0,0,0
"216907",1,1,2,3,3,2,-0.44,4,250,4,"fourth","3","2",1,0,0,0,0
"216912",0,1,2,1,2,2,-0.04,0,250,4,"fourth","3","2",1,0,0,0,0
"216915",0,1,2,1,3,4,-0.44,2,250,5,"third","3","2",1,0,0,0,0
"216919",1,1,2,2,3,2,-0.36,0,250,5,"third","3","2",1,0,0,0,0
"216924",0,1,2,3,3,3,-0.12,1,250,5,"fourth","3","2",1,0,0,0,0
"216928",1,1,2,1,3,3,-0.2,5,250,5,"fourth","3","2",1,0,0,0,0
"216932",1,0,1,3,3,3,0.6,2,250,5,"second","2","1",1,0,0,0,0
"216937",1,0,1,3,3,2,-0.12,3,250,3,"first","1","1",1,0,0,0,0
"216946",0,0,1,1,3,3,-0.36,8,250,5,"third","2","1",1,0,0,0,0
"216950",0,1,2,3,3,3,-0.36,0,250,5,"third","4","2",1,0,0,0,0
"216955",1,1,2,1,4,3,-0.44,1,250,5,"third","4","2",1,0,0,0,0
"216960",1,0,1,1,3,2,-0.12,8,250,4,"first","1","1",1,0,0,0,0
"216968",0,1,2,1,4,4,-0.36,1,250,2,"fourth","3","2",1,0,0,0,0
"216978",1,1,2,1,3,3,-0.36,4,250,5,"second","3","2",1,0,0,0,0
"216983",0,1,2,2,4,3,-0.28,1,250,5,"second","3","2",1,0,0,0,0
"216989",1,1,2,1,3,3,-0.36,1,250,2,"fourth","4","2",1,0,0,0,0
"216994",0,1,2,1,2,2,0.2,0,250,2,"fourth","4","2",1,0,0,0,0
"216998",1,0,2,1,3,2,-0.36,1,250,5,"fourth","3","2",1,0,0,0,0
"217000",0,0,2,2,3,3,-0.2,0,250,5,"fourth","3","2",1,0,0,0,0
"217002",1,0,1,1,4,2,-0.04,5,250,4,"fourth","2","1",1,0,0,0,0
"217006",0,0,1,1,3,2,-0.12,0,250,5,"first","4","2",1,0,0,0,0
"217015",1,0,1,3,3,4,-0.36,3,250,5,"second","3","2",1,0,0,0,0
"217020",1,1,2,3,5,2,0.12,0,250,5,"fourth","4","2",1,0,0,0,0
"217029",0,1,2,3,3,3,-0.04,1,250,4,"fourth","3","2",1,0,0,0,0
"217033",1,1,2,3,3,3,-0.04,0,250,2,"second","4","2",1,0,0,0,0
"217037",0,1,2,1,2,3,-0.36,3,250,2,"second","4","2",1,0,0,0,0
"217046",0,1,2,1,3,3,-0.44,0,250,5,"second","4","2",1,0,0,0,0
"217055",1,0,1,2,1,1,-0.04,5,250,4,"third","3","2",1,0,0,0,0
"217059",1,1,2,1,2,1,-0.36,2,250,4,"third","3","2",1,0,0,0,0
"217061",0,1,2,1,3,3,-0.36,5,250,4,"third","3","2",1,0,0,0,0
"217072",0,0,1,1,1,5,-0.36,2,250,5,"first","3","2",1,0,0,0,0
"217077",1,0,1,1,3,3,-0.44,4,250,4,"first","3","2",1,0,0,0,0
"217084",1,0,1,2,4,4,-0.36,2,250,5,"first","3","2",1,0,0,0,0
"217099",1,0,1,3,4,1,-0.28,5,250,5,"first","4","2",1,0,0,0,0
"217120",1,0,1,2,4,3,-0.44,0,250,4,"first","3","2",1,0,0,0,0
"217133",1,1,2,2,3,3,-0.12,1,250,5,"fourth","4","2",1,0,0,0,0
"217138",1,1,2,1,3,4,-0.12,0,250,5,"fourth","2","1",1,0,0,0,0
"217165",1,1,2,1,3,3,-0.12,4,250,4,"fourth","3","2",1,0,0,0,0
"217166",0,1,2,3,3,4,-0.2,2,250,4,"fourth","3","2",1,0,0,0,0
"217169",0,1,2,1,2,2,-0.44,5,250,5,"fourth","3","2",1,0,0,0,0
"217174",1,1,2,3,3,3,-0.2,4,250,5,"fourth","4","2",1,0,0,0,0
"217178",1,0,1,2,2,2,0.12,4,250,3,"third","2","1",1,0,0,0,0
"217191",0,0,2,3,3,3,-0.12,1,250,4,"third","3","2",1,0,0,0,0
"217201",0,0,1,3,2,4,-0.04,2,250,5,"third","2","1",1,0,0,0,0
"217210",1,0,2,1,3,4,-0.36,1,250,5,"second","4","2",1,0,0,0,0
"217215",1,0,1,1,2,2,-0.36,1,250,4,"first","2","1",1,0,0,0,0
"217217",1,1,2,1,3,4,0.04,4,250,5,"fourth","1","1",1,0,0,0,0
"217242",0,1,2,1,3,3,-0.36,1,250,4,"third","2","1",1,0,0,0,0
"217248",1,0,2,1,3,3,-0.2,2,250,2,"third","3","2",1,0,0,0,0
"217264",0,1,2,1,2,4,0.04,1,250,5,"second","1","1",1,0,0,0,0
"217286",1,0,2,1,3,3,-0.2,4,250,4,"first","2","1",1,0,0,0,0
"217293",0,1,2,1,3,5,-0.36,0,250,5,"second","2","1",1,0,0,0,0
"217295",1,1,2,1,1,1,-0.28,0,250,5,"second","2","1",1,0,0,0,0
"217297",0,0,1,1,3,2,-0.04,2,250,5,"second","3","2",1,0,0,0,0
"217301",1,0,1,1,2,4,-0.12,0,250,5,"first","3","2",1,0,0,0,0
"217313",0,1,2,1,3,3,-0.04,2,250,4,"fourth","3","2",1,0,0,0,0
"217318",1,1,2,2,2,3,-0.04,3,250,4,"fourth","3","2",1,0,0,0,0
"217340",0,1,2,3,1,2,0.44,3,250,4,"fourth","2","1",1,0,0,0,0
"217347",1,0,2,2,3,2,-0.36,1,250,5,"second","3","2",1,0,0,0,0
"217350",0,1,2,3,1,1,0.76,1,250,4,"fourth","4","2",1,0,0,0,0
"217355",1,1,2,3,1,1,0.44,4,250,4,"fourth","4","2",1,0,0,0,0
"217367",0,1,2,1,3,4,-0.28,3,250,3,"fourth","3","2",1,0,0,0,0
"217371",1,1,2,1,5,1,0.04,1,250,3,"fourth","3","2",1,0,0,0,0
"217375",0,0,2,1,3,3,-0.04,0,250,5,"third","4","2",1,0,0,0,0
"217390",1,0,1,1,3,3,-0.2,4,250,5,"first","3","2",1,0,0,0,0
"217395",0,1,2,1,3,3,-0.04,2,250,4,"third","4","2",1,0,0,0,0
"217400",0,1,1,2,3,3,-0.12,5,250,3,"second","4","2",1,0,0,0,0
"217406",1,0,1,1,5,3,-0.36,4,250,5,"first","2","1",1,0,0,0,0
"217426",1,0,1,2,3,2,0.04,3,250,4,"fourth","4","2",1,0,0,0,0
"217463",1,1,2,1,2,2,-0.12,2,250,5,"fourth","3","2",1,0,0,0,0
"217466",0,0,1,1,3,3,0.12,2,250,5,"fourth","4","2",1,0,0,0,0
"217476",0,0,1,1,3,3,-0.36,2,250,3,"first","2","1",1,0,0,0,0
"217483",0,1,2,1,3,1,-0.44,1,250,2,"second","4","2",1,0,0,0,0
"217488",1,1,2,1,5,5,-0.28,0,250,2,"second","4","2",1,0,0,0,0
"217493",0,1,2,3,2,2,0.52,3,250,5,"fourth","4","2",1,0,0,0,0
"217496",1,1,2,1,3,1,0.6,8,250,5,"fourth","4","2",1,0,0,0,0
"217503",0,0,2,1,4,4,-0.36,0,250,5,"first","2","1",1,0,0,0,0
"217524",1,1,4,2,1,5,-0.36,1,250,5,"fourth","4","2",1,0,0,0,0
"217529",0,0,1,3,3,3,-0.28,5,250,3,"third","4","2",1,0,0,0,0
"217536",1,1,1,2,3,3,0.04,5,250,5,"second","4","2",1,0,0,0,0
"217544",0,1,2,1,3,3,-0.28,1,250,4,"third","4","2",1,0,0,0,0
"217548",1,1,2,3,5,5,-0.36,2,250,4,"third","4","2",1,0,0,0,0
"217557",1,0,1,1,1,3,-0.2,6,250,5,"first","2","1",1,0,0,0,0
"217562",0,0,1,1,1,3,-0.36,3,250,5,"first","4","2",1,0,0,0,0
"217567",1,0,1,1,3,4,0.04,1,250,5,"first","4","2",1,0,0,0,0
"217569",1,1,2,3,3,1,0.12,4,250,5,"third","2","1",1,0,0,0,0
"217572",0,1,2,1,3,4,-0.28,5,250,5,"third","2","1",1,0,0,0,0
"217575",0,1,2,2,3,3,-0.2,7,250,4,"fourth","2","1",1,0,0,0,0
"217587",0,1,3,3,2,3,-0.12,0,250,5,"fourth","4","2",1,0,0,0,0
"217592",0,1,2,2,1,3,-0.28,0,250,5,"third","4","2",1,0,0,0,0
"217595",1,1,2,1,3,2,-0.28,0,250,5,"third","4","2",1,0,0,0,0
"217626",1,0,1,1,4,3,-0.44,2,250,4,"first","4","2",1,0,0,0,0
"217629",0,1,2,1,3,3,-0.36,3,250,4,"third","2","1",1,0,0,0,0
"217639",1,1,2,1,3,3,-0.28,0,250,5,"fourth","4","2",1,0,0,0,0
"217641",0,1,2,1,4,4,-0.36,5,250,5,"fourth","4","2",1,0,0,0,0
"217643",0,1,2,1,3,3,-0.04,5,250,5,"second","3","2",1,0,0,0,0
"217656",0,1,3,4,2,2,-0.12,6,250,4,"fourth","4","2",1,0,0,0,0
"217668",0,1,2,2,2,2,-0.2,1,250,4,"fourth","2","1",1,0,0,0,0
"217675",0,1,3,3,2,2,-0.12,2,250,5,"fourth","4","2",1,0,0,0,0
"217679",0,0,1,4,3,3,-0.36,5,250,5,"second","2","1",1,0,0,0,0
"217682",0,0,1,1,4,3,-0.36,3,250,5,"first","2","1",1,0,0,0,0
"217687",1,0,1,2,3,2,0.36,2,250,3,"first","3","2",1,0,0,0,0
"217708",1,1,2,2,3,3,-0.04,2,250,5,"fourth","4","2",1,0,0,0,0
"217713",0,1,2,3,1,1,0.52,0,250,5,"fourth","4","2",1,0,0,0,0
"217721",0,1,2,1,3,2,-0.04,1,250,4,"fourth","4","2",1,0,0,0,0
"217725",1,1,2,1,3,3,-0.36,3,250,4,"fourth","4","2",1,0,0,0,0
"217730",0,1,2,2,1,2,-0.04,2,250,4,"fourth","4","2",1,0,0,0,0
"217741",0,1,2,3,1,4,-0.44,6,250,5,"fourth","3","2",1,0,0,0,0
"217751",1,0,1,1,5,4,-0.12,1,250,5,"first","3","2",1,0,0,0,0
"217760",0,1,2,4,3,3,-0.36,1,250,5,"third","3","2",1,0,0,0,0
"217762",1,0,1,1,4,3,-0.36,1,250,3,"second","4","2",1,0,0,0,0
"217770",1,0,1,1,2,1,-0.28,2,250,3,"third","4","2",1,0,0,0,0
"217784",0,1,2,4,2,5,0.68,5,250,2,"fourth","3","2",1,0,0,0,0
"217788",1,1,2,2,3,4,-0.12,6,250,2,"fourth","3","2",1,0,0,0,0
"217791",1,0,1,2,2,2,0.12,3,250,2,"fourth","3","2",1,0,0,0,0
"217796",1,0,1,2,3,5,-0.04,3,250,4,"second","2","1",1,0,0,0,0
"217801",1,0,3,1,2,3,-0.04,3,250,5,"second","2","1",1,0,0,0,0
"217806",1,0,1,3,3,2,0.68,3,250,4,"second","3","2",1,0,0,0,0
"217811",1,0,1,1,3,1,-0.12,3,250,5,"third","4","2",1,0,0,0,0
"217829",0,1,2,2,3,3,-0.12,1,250,5,"third","3","2",1,0,0,0,0
"217833",1,1,2,3,3,4,-0.12,1,250,5,"third","3","2",1,0,0,0,0
"217856",0,1,2,3,3,3,-0.12,1,250,4,"fourth","3","2",1,0,0,0,0
"217863",0,1,2,1,2,2,-0.12,1,250,5,"third","3","2",1,0,0,0,0
"217866",1,1,2,1,3,3,-0.44,4,250,5,"third","3","2",1,0,0,0,0
"217871",1,1,2,5,3,2,0.2,0,250,5,"third","3","2",1,0,0,0,0
"217888",1,1,3,1,3,4,-0.12,5,250,4,"second","4","2",1,0,0,0,0
"217900",1,0,1,1,2,2,-0.36,1,250,4,"second","3","2",1,0,0,0,0
"217904",1,0,1,3,2,2,-0.36,5,250,1,"third","3","2",1,0,0,0,0
"217917",1,1,2,2,2,2,-0.04,0,250,5,"fourth","3","2",1,0,0,0,0
"217926",0,1,2,1,2,3,-0.2,2,250,5,"third","4","2",1,0,0,0,0
"217947",1,0,1,1,3,3,-0.28,5,250,5,"first","1","1",1,0,0,0,0
"217950",0,1,2,1,3,2,-0.04,1,250,3,"fourth","4","2",1,0,0,0,0
"217952",1,1,2,2,2,2,-0.04,2,250,3,"fourth","4","2",1,0,0,0,0
"217954",1,0,1,1,3,2,0.04,1,250,4,"second","1","1",1,0,0,0,0
"217964",0,0,1,3,5,3,0.12,5,250,5,"second","1","1",1,0,0,0,0
"217967",0,0,1,3,4,2,-0.36,0,250,1,"second","3","2",1,0,0,0,0
"217974",1,0,2,1,2,3,-0.04,10,250,2,"first","1","1",1,0,0,0,0
"217984",0,1,3,2,3,4,-0.36,2,250,4,"first","1","1",1,0,0,0,0
"218005",1,1,2,5,1,3,0.44,6,250,2,"fourth","2","1",1,0,0,0,0
"218009",0,1,2,2,3,3,0.52,3,250,2,"fourth","2","1",1,0,0,0,0
"218014",0,0,1,1,5,4,-0.36,9,250,5,"first","2","1",1,0,0,0,0
"218029",1,1,2,1,4,3,-0.36,9,250,5,"fourth","3","2",1,0,0,0,0
"218033",0,1,2,3,3,3,-0.12,3,250,5,"first","2","1",1,0,0,0,0
"218040",0,1,2,1,2,3,-0.36,1,250,5,"second","3","2",1,0,0,0,0
"218042",1,1,2,2,3,4,-0.36,0,250,5,"second","3","2",1,0,0,0,0
"218045",0,0,1,5,1,1,-0.2,3,250,3,"first","4","2",1,0,0,0,0
"218049",1,1,2,1,4,3,-0.36,7,250,4,"third","2","1",1,0,0,0,0
"218051",0,1,2,2,2,2,-0.04,5,250,4,"third","2","1",1,0,0,0,0
"218066",0,0,1,1,3,4,-0.2,1,250,5,"first","4","2",1,0,0,0,0
"218068",0,1,2,3,2,2,0.28,0,250,5,"fourth","4","2",1,0,0,0,0
"218071",1,1,2,3,1,1,0.36,0,250,5,"fourth","4","2",1,0,0,0,0
"218078",1,1,2,1,3,3,-0.36,3,250,5,"fourth","2","1",1,0,0,0,0
"218082",0,1,2,1,3,2,-0.36,2,250,5,"fourth","2","1",1,0,0,0,0
"218088",0,1,2,1,3,3,-0.12,2,250,5,"fourth","3","2",1,0,0,0,0
"218096",1,0,1,1,3,3,-0.36,4,250,3,"third","2","1",1,0,0,0,0
"218116",1,1,2,3,3,3,0.04,8,250,4,"fourth","4","2",1,0,0,0,0
"218126",0,1,2,2,3,3,-0.2,6,250,5,"third","1","1",1,0,0,0,0
"218128",1,1,2,1,3,3,-0.04,3,250,5,"third","1","1",1,0,0,0,0
"218141",1,1,2,1,2,3,-0.36,3,250,5,"fourth","2","1",1,0,0,0,0
"218146",0,1,2,1,3,3,-0.04,2,250,5,"fourth","2","1",1,0,0,0,0
"218150",1,1,2,1,3,2,-0.04,3,250,5,"fourth","2","1",1,0,0,0,0
"218154",1,1,2,2,4,3,-0.12,5,250,4,"fourth","3","2",1,0,0,0,0
"218156",0,1,2,1,3,3,-0.36,2,250,4,"fourth","3","2",1,0,0,0,0
